protocollo,data,ods,tecnico,file,hash_originale,hash_firmato,stato,hash_precedente,hash_riga
PROT-2026-000006,"02/01/2026","2025-001","fra stock","ODS_2025-001_Report.pdf","d4f8f28e8021af44b701e3a5c796ef50bbfcdc36746de397094b41019c6f917e","","DA_FIRMARE"
